sku,name,groupId,unitCost,sellingPrice,minStock,description,imageUrl,vendorCode,itemVendorCode,buyPrice,buyCurrency
HY2,Scrubber with cable,automatic-scrubber,"8,736","12,230",2,"Packing size: 1050 X 610 X 1190 mm; Width Of Suction Head: 760mm; Working Width: 457mm; Brush Diameter: 18""; Washing Brush Pressure: 25kg; Voltage: 220VAC/50HZ; Washing Brush Power: 1200W; Suction Motor Power: 400W; Clean Water Tank Volume: 30L; Sewage Tank Volume: 30L",,CB,HY2,3.12,RMB
SA500C,Manual scrubber with cable  Cleaning width: 530mm,automatic-scrubber,"11,214,000","15,699,600",2,,,CB,SA500C,630,USD
SA500B,Manual scrubber with battery  Cleaning width: 530mm,automatic-scrubber,"13,528,000","18,939,200",2,,,CB,SA500B,760,USD
SA530,Manual scrubber with battery  Cleaning width: 530mm,automatic-scrubber,"14,240,000","19,936,000",2,,,CB,SA530,800,USD
SA530B,Automatic scrubber with battery-self working  Cleaning width: 530mm,automatic-scrubber,"19,580","27,412",2,,,CB,SA530B,1.1,USD
SA600,Ride-on single brush scrubber  Cleaning width: 600mm,automatic-scrubber,"22,784","31,898",2,,,CB,SA600,1.28,USD
SA660,Ride-on double brush scrubber  Cleaning width: 660mm,automatic-scrubber,"26,878","37,629",2,,,CB,SA660,1.51,USD
SA860,Ride-on double brush scrubber  Cleaning width: 860mm,automatic-scrubber,"44,856","62,798",2,,,CB,SA860,2.52,USD
JK7,"Ride-on Scrubber (17""double brush )Rear-driven high configuration",automatic-scrubber,"68,068","95,295",2,,,JPET,TC180-K7,24.31,RMB
JK8,"Ride-on Scrubber (15""double brush )Rear-driven high configuration",automatic-scrubber,"56,056","78,478",2,,,JPET,TC140-K8H,20.02,RMB
JK6,Ride-on Scrubber (double brush ) 13inch *2 ( HIGHT configuration )Rear-driven,automatic-scrubber,"46,060","64,484",2,Voltage: 24V; Cleaning width: 760mm; Squeegee width: 1020mm; Productivity: 4200m²/h; Walking Speed: 0-9km/h; Driving motor: 650W; Lifting motor: 2*800W; Brush motor: 2*300W; Brush speed: 180rpm; Brush pressure: 28kg; Vacuum motor: 500W; Vacuum degree: 180mbar; Solution tank: 100L; Recovery tank: 105L; Sound level: 63dB; Battery: 2*12V/120Ah; Running time: 3~4 hours; Net weight: 262kgs; Gross weight: 334kgs; Product size: 1300*920*1274mm; Packing size: 1390*830*1375mm,,JPET,TC105-K6,16.45,RMB
JK1,AUTO Scrubber with Gel battery and charger ( HIGH configuration ),automatic-scrubber,"18,424","25,794",2,,,JPET,TC55-K1,6.58,RMB
SC50C,"auto scrubber with cable (220V,50Hz)",automatic-scrubber,"12,348","17,287",2,,,JPET,SC50C,4.41,RMB
TC20C,"auto scrubber with cable (220V,50Hz)",automatic-scrubber,"7,840","10,976",2,,,JPET,TC20C,2.8,RMB
Y66B,Ride On Scrubber,automatic-scrubber,"40,940","57,316",2,,,STL,Y66B,2.3,USD
SK1,Walk Behind Autoscrubber ( Battery ),automatic-scrubber,"16,910,000","23,674,000",2,,,STL,k1,950,USD
A-056A-6CB,36MM LONG FLAT VACUUMING HEAD,Sparepart-vacuum-cleaner,"16,660","23,324",2,,,CB,A-056A-6,5.95,RMB
A-056A-6ST,?36 Long flat vacuuming head,Sparepart-vacuum-cleaner,"15,130","21,182",2,,,CB,A-056A-6,0.85,USD
CB-900E,"3 Speed blower, plastic fan  yellow cable",blower,"1,246,000","1,744,400",2,,,CB,CB-900E,445,RMB
SC-900,3-Speed Blower(220V 50Hz 900W) PLASTIC GEAR,blower,"1,260,000","1,764,000",2,,,JPET,SC-900,450,RMB
HY31,Carpet Extraction Machine(220V),extractor,"11,620","16,268",2,packing size: 1110×550×945mm; net weight: 46.2kg; gross weight: 65kg; clean water tank capacity: 21L; dirty water tank capacity: 38L; voltage/frequency: 220V~/50Hz; rolling brush speed: 1400rpm; rolling brush motor: 180w; rolling brush width: 400mm; Suaion motor: 1000W X 2; water sucker: 460mm; suction: 34 kpa; air volume: 335m³/h; water pumps: 110W; water pressure: 30PSL,,CB,HY31,4.15,RMB
HY1500C,High speed polisher,floor-machine,"5,096","7,134",2,"power: 1800W; brush diameter: 20""; voltage/frequency: 220V-50Hz; speed: 1500rpm",,CB,HY1500C,1.82,RMB
A-002,175RPM Multi-functional Floor Machine(220V/1100W)  yellow cable,floor-machine,"4,116","5,762",2,"power: 1100W; brush diameter: 17""; voltage: 220V-50Hz; speed: 175rpm",,CB,A-002,1.47,RMB
A-001,154 Multi-functional Floor Machine  Old motor with 12m cable,floor-machine,"3,880,400","5,432,560",2,,,CB,A-001,218,USD
A-001N,154 Multi-functional Floor Machine  New motor with 8m cable,floor-machine,"3,560,000","4,984,000",2,,,CB,A-001N,200,USD
FM1102,175 FLOOR MACHINE.750W,floor-machine,"4,628,000","6,479,200",2,,,STL,FM1102,260,USD
FM1203,"175 Floor Machine, 1500W",floor-machine,"7,031,000","9,843,400",2,,,STL,FM1203,395,USD
FM1205,"175 Floor Machine, 1800W",floor-machine,"7,120,000","9,968,000",2,,,STL,FM1205,400,USD
A-056B-7CB,LONG CONNECTOR,Sparepart-vacuum-cleaner,"23,520","32,928",2,,,CB,A-056B-7,8.4,RMB
A-056B-7ST,LONG CONNECTOR,Sparepart-vacuum-cleaner,"21,360","29,904",2,,,CB,A-056B-7,1.2,USD
A-056B-8CB,SHORT CONNECTOR,Sparepart-vacuum-cleaner,"17,640","24,696",2,,,CB,A-056B-8,6.3,RMB
B-039,Hand-held tool bucket  Product size: 39 X 28 X 19.2 CM,janitorial,"19,880","27,832",2,Product Size: 39 X 28 X 19.2cm; Packing size: 57x41x58.5cm; Packing: 20pcs/CTN,,CB,B-039,7.1,RMB
B-040-1,36L Single mop wringer trolley with plastic wheel   - Old type,janitorial,"246,400","344,960",2,,,CB,B-040-1,88,RMB
B-040-1 M,36L SINGLE MOP WRINGER TROLLEY WITH METAL WHEEL,janitorial,"277,680","388,752",2,,,CB,B-040-1 M,15.6,USD
B-040D-1,32L SINGLE MOP WRINGER TROLLEY WITH PLASTIC WHEEL,janitorial,"268,780","376,292",2,,,CB,B-040D-1,15.1,USD
B-040-2,36L Single mop wringer trolley with plastic wheel   - New type,janitorial,"201,600","282,240",2,,,CB,B-040-2,72,RMB
B-045B,Double mop wringer trolley,janitorial,"378,000","529,200",2,Product Size: 78x42x96.5cm; Packing size: 86.5X44.5X52cm; Capacity: 36L; Packing: 1pcs/CTN,,CB,B-045B,135,RMB
A-056B-8ST,SHORT CONNECTOR,Sparepart-vacuum-cleaner,"16,020","22,428",2,,,CB,A-056B-8,0.9,USD
A072D-17,"17"" 175 DRIVING PLATE",sparepart-floor-machine,"156,800","219,520",2,"Product Size: 17""",,CB,A-072D,56,RMB
A072D-18,"18"" 175 DRIVING PLATE",sparepart-floor-machine,"173,600","243,040",2,"Product Size: 17""",,CB,A-072D,62,RMB
C-069,45cm window squeezee,janitorial,"2,716","3,802",2,,,CB,C-069,0.97,RMB
AC521,JIEBA Burnisher - old handle : GREY,floor-machine,"3,560,000","4,984,000",2,,,BYN,AC521,200,USD
AC521HND,Handle for BF521,sparepart-floor-machine,"623,000","872,200",2,,,BYN,AC521,35,USD
AC522NEW,JIEBA Burnisher - new handle : BLUE,floor-machine,"3,649,000","5,108,600",2,,,BYN,AC522,205,USD
C-080,"42"" RUBBER STRIP",janitorial,"5,600","7,840",2,,,CB,C-080,2,RMB
C-087,ROUND DUST BRUSH,janitorial,"26,040","36,456",2,,,CB,C-087,9.3,RMB
C-036,"22"" Plastic Sponge Squeegee",janitorial,"42,000","58,800",2,,,CB,C-036,15,RMB
C-037,"30"" Plastic sponge squeegee",janitorial,"49,840","69,776",2,,,CB,C-037,17.8,RMB
C-414,"24"" Microfiber mop set",janitorial,"107,240","150,136",2,,,CB,C-414,38.3,RMB
AC522OLD,JIEBA Burnisher - old handle : BLUE,floor-machine,"3,560,000","4,984,000",2,,,BYN,AC522,200,USD
C-413-1,"16"" Refill microfiber head",janitorial,"28,480","39,872",2,,,CB,C-413-1,1.6,USD
AC522HND,Handle for BF522,sparepart-floor-machine,"792,100","1,108,940",2,,,BYN,AC522,44.5,USD
B-044C,25L Single mop wringer trolley,janitorial,"254,540","356,356",2,,,CB,B-044C,14.3,USD
B-134,A sharp caution board,janitorial,"25,810","36,134",2,,,CB,B-134,1.45,USD
B-134-S,New small sharp of caution board,janitorial,"40,940","57,316",2,Material: PP; Packing size: 64 X 31 X 26cm; Packing: 10pcs/CTN,,CB,B-134-S,2.3,USD
A-002WHEL,Wheel for A-002,Sparepart-vacuum-cleaner,"16,020","22,428",2,"power: 1100W; brush diameter: 17""; voltage: 220V-50Hz; speed: 175rpm",,CB,A-002,0.9,USD
H0701,CAUTION BOARD-Caution wet floor,janitorial,"25,810","36,134",2,,,JJIKAE,H0701,1.45,USD
H0706,CAUTION BOARD-Cleaning in progress,janitorial,"25,810","36,134",2,,,JJIKAE,H0706,1.45,USD
C-048CB,3.00m telescopic pole,janitorial,"64,400","90,160",2,,,CB,C-048,23,RMB
C-048ST,TELESCOPIC 2 x 3M,janitorial,"48,594","68,032",2,,,STL,C-048,2.73,USD
C-055CB,6.00m telescopic pole,janitorial,"151,200","211,680",2,,,CB,C-055,54,RMB
C-055ST,TELESCOPIC 3 x 6M,janitorial,"113,920","159,488",2,,,STL,C-055,6.4,USD
C-057CB,9.00m telescopic pole,janitorial,"224,000","313,600",2,,,CB,C-057,80,RMB
C-057ST,TELESCOPIC 3 x 9M,janitorial,"169,100","236,740",2,,,STL,C-057,9.5,USD
AF08068,Single bucket 20ltr,janitorial,"124,600","174,440",2,,,STL,AF08068,7,USD
AF08404,Tools Basket-Small size,janitorial,"19,580","27,412",2,,,BYN,AF08404,1.1,USD
AF08079,24L Deluxe Wringer,janitorial,"186,900","261,660",2,,,BYN,AF08079,10.5,USD
AF08080,32L Deluxe Wringer (FOC),janitorial,"178,000","249,200",2,,,BYN,AF08080,10,USD
AF08080B,32L Deluxe Wringer (FOC),janitorial,"178,000","249,200",2,,,BYN,AF08080B,10,USD
AF08070A,36L Deluxe Wringer,janitorial,"231,400","323,960",2,,,BYN,AF08070A,13,USD
AF01209,Dustpan & Brush set  -Long handle,janitorial,"83,660","117,124",2,,,BYN,AF01209,4.7,USD
AF01205A,Dustpan & brush set (plastic handle)-with brush,janitorial,"56,960","79,744",2,,,BYN,AF01205A,3.2,USD
AF08064,36L Side press 2-bucket wringer trolley (FOC),janitorial,"178,000","249,200",2,,,BYN,AF08064,10,USD
AF08098A,25L down press wringer trolley (FOC),janitorial,"178,000","249,200",2,,,BYN,AF08098A,10,USD
119559,AMETEK DRY MOTOR,motor,"436,100","610,540",2,,,STL,119559,24.5,USD
122436,Motor ametek 2 stage wet n dry,motor,"409,400","573,160",2,,,STL,122436,23,USD
119656,Motor ametek 2 stage wet n dry,motor,"409,400","573,160",2,,,STL,119656,23,USD
BR130#1,small brush 130mm #1,others,"44,500","62,300",2,,,STL,BR130#1,2.5,USD
BR130#2,small brush 130mm #2,others,"44,500","62,300",2,,,STL,BR130#2,2.5,USD
MP18#17,suction motor,sparepart-autosrubber,"725,200","1,015,280",2,,,JPET,MP18#17,259,RMB
MP18BM,MP18-T1 BRUSH MOTOR,sparepart-autosrubber,1,1,2,,,JPET,MP18BM,0,RMB
K1CTRL,TC55-K1 controller,sparepart-autosrubber,1,1,2,,,JPET,K1CTRL,0,RMB
K7CTRL,K7 controller,sparepart-autosrubber,1,1,2,,,JPET,K7CTRL,0,RMB
K1WHL,K1 wheel,sparepart-autosrubber,1,1,2,,,JPET,K1WHL,0,RMB
SC2A #1,"XD218#""decorative panel",sparepart-autosrubber,"45,276","63,386",2,,,JPET,SC2A #1,16.17,RMB
SC2A #2,TM4×12,sparepart-autosrubber,"1,064","1,490",2,,,JPET,SC2A #2,0.38,RMB
SC2A #2-1,M4 self locking,sparepart-autosrubber,616,862,2,,,JPET,SC2A #2-1,0.22,RMB
SC2A #3,R8.4 thread ear,sparepart-autosrubber,448,627,2,,,JPET,SC2A #3,0.16,RMB
SC2A #4,sliding U--shaped support,sparepart-autosrubber,"12,796","17,914",2,,,JPET,SC2A #4,4.57,RMB
SC2A #16,PM5×40,sparepart-autosrubber,"1,484","2,078",2,,,JPET,SC2A #16,0.53,RMB
SC2A #16-1,f5×10×1 washer,sparepart-autosrubber,"1,484","2,078",2,,,JPET,SC2A #16-1,0.53,RMB
SC2A #16-2,M5 self-locking,sparepart-autosrubber,"1,484","2,078",2,,,JPET,SC2A #16-2,0.53,RMB
SC2A #17,handle,sparepart-autosrubber,"14,420","20,188",2,,,JPET,SC2A #17,5.15,RMB
SC2A #18,Sewage tank,sparepart-autosrubber,"837,900","1,173,060",2,,,JPET,SC2A #18,299.25,RMB
SC2A #8,1200 mm steel pipe,sparepart-autosrubber,"130,536","182,750",2,,,JPET,SC2A #8,46.62,RMB
SC2A #20,steel wire tube 600mm,sparepart-autosrubber,"106,540","149,156",2,,,JPET,SC2A #20,38.05,RMB
SC2A #24,steel wire tube 990mm,sparepart-autosrubber,"116,620","163,268",2,,,JPET,SC2A #24,41.65,RMB
SC2A #31,steel wire tube 600mm,sparepart-autosrubber,"106,540","149,156",2,,,JPET,SC2A #31,38.05,RMB
SC2A CBL,Cable for SC2A 18 m,sparepart-autosrubber,"442,400","619,360",2,,,JPET,SC2A CBL,158,RMB
JP-1360LM,JP-1360 LIFTING MOTOR,sparepart-autosrubber,"506,800","709,520",2,,,JPET,JP-1360LM,181,RMB
GT70BM #14,BRUSH MOTOR #14 For GT70,sparepart-autosrubber,"3,560,000","4,984,000",2,,,STL,GT70BM #14,200,USD
GT70CTRL,CONTROLLER For GT70,sparepart-autosrubber,"1,691,000","2,367,400",2,,,STL,GT70CTRL,95,USD
GT70ACLR,ACCELERATOR For GT70,sparepart-autosrubber,"356,000","498,400",2,,,STL,GT70ACLR,20,USD
GT70 #2,COVER #2 For GT70,sparepart-autosrubber,"462,800","647,920",2,,,STL,GT70 #2,26,USD
GT70 #11,BUMPER WHEEL #11 For GT70,sparepart-autosrubber,"46,280","64,792",2,,,STL,GT70 #11,2.6,USD
GT70 #15,BRUSH DRIVER-LEFT #15 For GT70,sparepart-autosrubber,"178,000","249,200",2,,,STL,GT70 #15,10,USD
GT70BRS #16,22'' BRUSH #16 For GT70,sparepart-autosrubber,"712,000","996,800",2,,,STL,GT70BRS #16,40,USD
GT70 #26,NUT #26 For GT70,sparepart-autosrubber,"35,600","49,840",2,,,STL,GT70 #26,2,USD
GT70 #35,FLAT WASHER #35 For GT70,sparepart-autosrubber,890,"1,246",2,,,STL,GT70 #35,0.05,USD
GT70 #36,WASHER #36 For GT70,sparepart-autosrubber,"1,424","1,994",2,,,STL,GT70 #36,0.08,USD
GT70 #37,PLATE #37 For GT70,sparepart-autosrubber,"151,300","211,820",2,,,STL,GT70 #37,8.5,USD
GT70 #38,WASHER #38 For GT70,sparepart-autosrubber,"71,200","99,680",2,,,STL,GT70 #38,4,USD
Y66B KEYS,KEY Set For AutoScrubber Y66B,sparepart-autosrubber,"14,240","19,936",2,,,STL,Y66B KEYS,0.8,USD
HY55B,Motor Drive For HY55B,sparepart-autosrubber,"4,183,000","5,856,200",2,"Packing size: 1450 X 660 X 1240mm; Maximum Working efficiency: 3300m²/h; Width Of Suction Head: 830mm; Working Width: 550mm; Brush Diameter: 22""; Washing Brush Speed: 155rpm; Washing Brush Pressure: 30kg; Voltage: 24V DC; Washing Brush Power: 550W; Running Motor Power: 300W; Running Speed: 0-5km/h; Maximum Gradeability: 10°; Suction Motor Power: 500W; Clean Water Tank Volume: 80L; Sewage Tank Volume: 70L; Working Time: 3~4hours; Charging Time: 8hours; battery: 12VDC X 2",,STL,HY55B,235,USD
Y66B BRS,"14"" brush For Y66B",sparepart-autosrubber,"267,000","373,800",2,,,STL,Y66B BRS,15,USD
DC50SQZE,"RUBBER SQUEEZEE For AS815,DC50 NEW",sparepart-autosrubber,"347,100","485,940",2,,,STL,DC50SQZE,19.5,USD
AS813BWEEL,AS813 BIG WHEELS,sparepart-autosrubber,"258,100","361,340",2,,,STL,AS813BWEEL,14.5,USD
AS815BWEEL,AS815 BIG WHEELS,sparepart-autosrubber,"258,100","361,340",2,,,STL,AS815BWEEL,14.5,USD
sj530C Brsh,Carbon Brush for Brush Motor SJ530C,sparepart-autosrubber,"26,700","37,380",2,,,LESP,sj530C Brsh,1.5,USD
SJ530MGNT,Magnetic Center Brush For 530,sparepart-autosrubber,"249,200","348,880",2,,,LESP,SJ530MGNT,14,USD
K1BATT,12V 100Ah Chilwee Battery For K1 (pair),sparepart-autosrubber,"5,696,000","7,974,400",2,,,JPET,K1BATT,320,USD
K1BATTL,12V 100Ah Standard Battery For K1 (pair),sparepart-autosrubber,"4,806,000","6,728,400",2,,,JPET,K1BATTL,270,USD
K1CHAR,Charger 24V-15Ah For K1,sparepart-autosrubber,"1,032,400","1,445,360",2,,,JPET,K1CHAR,58,USD
K1LIN,Rubber Strip (Linatex) For K1,sparepart-autosrubber,"309,364","433,110",2,,,JPET,K1LIN,17.38,USD
K1SQZ,Complete Squeegee assembly(Linatex strip) For K1,sparepart-autosrubber,"876,294","1,226,812",2,,,JPET,K1SQZ,49.23,USD
K1DRHOS,Drain Hose For K1,sparepart-autosrubber,"126,024","176,434",2,,,JPET,K1DRHOS,7.08,USD
K1SCHOS,Suction Hose For K1,sparepart-autosrubber,"131,364","183,910",2,,,JPET,K1SCHOS,7.38,USD
K1BRUS,"21"" floor brush For K1",sparepart-autosrubber,"287,470","402,458",2,,,JPET,K1BRUS,16.15,USD
K1HODL,"21"" pad hodler For K1",sparepart-autosrubber,"301,176","421,646",2,,,JPET,K1HODL,16.92,USD
C-067CB,35cm Stainless steel window squeegee,janitorial,"14,000","19,600",2,,,CB,C-067,5,RMB
C-067ST,"WINDOW SQUEEZEE , 35CM",janitorial,"20,470","28,658",2,,,STL,C-067,1.15,USD
K1VALV,Solenoid Valve For K1,sparepart-autosrubber,"104,130","145,782",2,,,JPET,K1VALV,5.85,USD
C-070CB,35cm Glass washer,janitorial,"11,760","16,464",2,,,CB,C-070,4.2,RMB
C-070ST,35CM GLASS WATER SCRAPE,janitorial,"12,816","17,942",2,,,STL,C-070,0.72,USD
K1STIC,Panel sticker For K1,sparepart-autosrubber,"41,118","57,565",2,,,JPET,K1STIC,2.31,USD
K1AME,Suction Motor (Ametek) For K1,sparepart-autosrubber,"1,306,164","1,828,630",2,,,JPET,K1AME,73.38,USD
K1MOTO,Brush Motor(HengYe) For K1,sparepart-autosrubber,"2,612,506","3,657,508",2,,,JPET,K1MOTO,146.77,USD
K1WHSQ,Water Squeegee universal wheel For K1,sparepart-autosrubber,"29,014","40,620",2,,,JPET,K1WHSQ,1.63,USD
K1WHSQBT,Bottom universal wheel For K1,sparepart-autosrubber,"109,470","153,258",2,,,JPET,K1WHSQBT,6.15,USD
K1WHEE,8inch big wheel For K1,sparepart-autosrubber,"347,812","486,937",2,,,JPET,K1WHEE,19.54,USD
C-074CB,35cm Glass washer head - Spare,janitorial,"6,440","9,016",2,,,CB,C-074,2.3,RMB
C-074ST,COTTON COVER OF 35CM GLASS WATER SCRAPE,janitorial,"9,256","12,958",2,,,STL,C-074,0.52,USD
K1KNOB8,Squeegee Knob M8 For K1,sparepart-autosrubber,"11,036","15,450",2,,,JPET,K1KNOB8,0.62,USD
K1KNOB10,Squeegee Knob M10 For K1,sparepart-autosrubber,"9,790","13,706",2,,,JPET,K1KNOB10,0.55,USD
K1BALL,Flooting Ball For K1,sparepart-autosrubber,"95,764","134,070",2,,,JPET,K1BALL,5.38,USD
K1SQFRAM,Squeegee Main Body For K1,sparepart-autosrubber,"410,824","575,154",2,,,JPET,K1SQFRAM,23.08,USD
K1COTT,sound absorbing cotton For K1,sparepart-autosrubber,"16,376","22,926",2,,,JPET,K1COTT,0.92,USD
K6BATT,12V 120Ah Chilwee Battery SET For K6,sparepart-autosrubber,"6,977,600","9,768,640",2,,,JPET,K6BATT,392,USD
K6CHAR,Charger 24V-15Ah For K6,sparepart-autosrubber,"1,032,400","1,445,360",2,,,JPET,K6CHAR,58,USD
K6LIN,Rubber Strip (Linatex) For K6,sparepart-autosrubber,"388,930","544,502",2,,,JPET,K6LIN,21.85,USD
K6SQZ,Complete Squeegee assembly(Linatex strip)For K6,sparepart-autosrubber,"1,754,012","2,455,617",2,,,JPET,K6SQZ,98.54,USD
K6SCHOS,suction hose For K6,sparepart-autosrubber,"106,800","149,520",2,,,JPET,K6SCHOS,6,USD
K6DRHOS,drain hose For K6,sparepart-autosrubber,"123,176","172,446",2,,,JPET,K6DRHOS,6.92,USD
K6MBRUS,"13"" floor brush-Malish For K6",sparepart-autosrubber,"328,588","460,023",2,,,JPET,K6MBRUS,18.46,USD
K6MPAD,"13"" pad hodler-Malish For K6",sparepart-autosrubber,"356,000","498,400",2,,,JPET,K6MPAD,20,USD
K6LBRUS,"13"" floor brush-Local For K6",sparepart-autosrubber,"150,588","210,823",2,,,JPET,K6LBRUS,8.46,USD
K6LPAD,"13"" pad hodler-Local For K6",sparepart-autosrubber,"150,588","210,823",2,,,JPET,K6LPAD,8.46,USD
K6ECU,Controller Board For K6,sparepart-autosrubber,"3,628,530","5,079,942",2,,,JPET,K6ECU,203.85,USD
K6CIRBD,Circuit board For K6,sparepart-autosrubber,"609,650","853,510",2,,,JPET,K6CIRBD,34.25,USD
K6VALV,Solenoid Valve For K6,sparepart-autosrubber,"104,130","145,782",2,,,JPET,K6VALV,5.85,USD
K6FILT,Water Filter For K6,sparepart-autosrubber,"71,200","99,680",2,,,JPET,K6FILT,4,USD
K6SWTH,on/off Key Switch For K6,sparepart-autosrubber,"57,494","80,492",2,,,JPET,K6SWTH,3.23,USD
K6AME,Ametek Suction Motor For K6,sparepart-autosrubber,"1,513,000","2,118,200",2,,,JPET,K6AME,85,USD
K6MOTO,HengYe Brush Motor For K6,sparepart-autosrubber,"1,922,400","2,691,360",2,,,JPET,K6MOTO,108,USD
K6WHSQ,Water Squeegee universal wheel For K6,sparepart-autosrubber,"34,532","48,345",2,,,JPET,K6WHSQ,1.94,USD
K6WEE,10inch big wheel For K6,sparepart-autosrubber,"848,170","1,187,438",2,,,JPET,K6WEE,47.65,USD
K6EMER,Emergency switch For K6,sparepart-autosrubber,"41,118","57,565",2,,,JPET,K6EMER,2.31,USD
K7BATT,6V 200AH CHILWEE Battery (4PCS)PRICE FOR 4PCS For K7,sparepart-autosrubber,"11,214,000","15,699,600",2,,,JPET,K7BATT,630,USD
K7CHAR,Charger 24V 25Ah For K7,sparepart-autosrubber,"1,922,400","2,691,360",2,,,JPET,K7CHAR,108,USD
K7LIN,Linatex Rubber Strip For K7,sparepart-autosrubber,"516,200","722,680",2,,,JPET,K7LIN,29,USD
K7SQZ,Complete Squeegee assembly(Linatex strip) For K7,sparepart-autosrubber,"1,869,000","2,616,600",2,,,JPET,K7SQZ,105,USD
K7SCHOS,suction hose For K7,sparepart-autosrubber,"131,364","183,910",2,,,JPET,K7SCHOS,7.38,USD
K7DRHOS,drain-pipe For K7,sparepart-autosrubber,"123,176","172,446",2,,,JPET,K7DRHOS,6.92,USD
K7MBRUS,17'' floor brush-Malish For K7,sparepart-autosrubber,"435,388","609,543",2,,,JPET,K7MBRUS,24.46,USD
K7MPAD,17'' Pad driver-Malish For K7,sparepart-autosrubber,"449,094","628,732",2,,,JPET,K7MPAD,25.23,USD
K7LBRUS,"17"" Floor Brush local For K7",sparepart-autosrubber,"254,540","356,356",2,,,JPET,K7LBRUS,14.3,USD
K7LPAD,"17"" Floor pad holder local For K7",sparepart-autosrubber,"267,000","373,800",2,,,JPET,K7LPAD,15,USD
K7ECU,Controller Board For K7,sparepart-autosrubber,"3,702,400","5,183,360",2,,,JPET,K7ECU,208,USD
K7CIRBD,Circuit board For K7,sparepart-autosrubber,"657,176","920,046",2,,,JPET,K7CIRBD,36.92,USD
K7VALV,Solenoid Valve For K7,sparepart-autosrubber,"104,130","145,782",2,,,JPET,K7VALV,5.85,USD
K7FILT,Filter For K7,sparepart-autosrubber,"71,200","99,680",2,,,JPET,K7FILT,4,USD
K7SWTH,on/off Key Switch For K7,sparepart-autosrubber,"57,494","80,492",2,,,JPET,K7SWTH,3.23,USD
K7AME,Ametek Brand Suction Motor For K7,sparepart-autosrubber,"2,190,824","3,067,154",2,,,JPET,K7AME,123.08,USD
K7MOTO,HY Brand Brush Motor For K7,sparepart-autosrubber,"2,127,812","2,978,937",2,,,JPET,K7MOTO,119.54,USD
K7LIFT,HY Brand Lifting Motor For K7,sparepart-autosrubber,"890,000","1,246,000",2,,,JPET,K7LIFT,50,USD
K7COVBR,Brush Cover For K7,sparepart-autosrubber,"63,012","88,217",2,,,JPET,K7COVBR,3.54,USD
K7ACCEL,accelerator For K7,sparepart-autosrubber,"775,012","1,085,017",2,,,JPET,K7ACCEL,43.54,USD
K7WARNI,Warning Light For K7,sparepart-autosrubber,"145,070","203,098",2,,,JPET,K7WARNI,8.15,USD
K7WEE,11inch big wheel For K7,sparepart-autosrubber,"934,500","1,308,300",2,,,JPET,K7WEE,52.5,USD
K7WHSQ,Water Squeegee universal wheel For K7,sparepart-autosrubber,"34,532","48,345",2,,,JPET,K7WHSQ,1.94,USD
K7EMERG,Emergency switch For K7,sparepart-autosrubber,"41,118","57,565",2,,,JPET,K7EMERG,2.31,USD
K8BATT,6V 200Ah Chilwee Battery,sparepart-autosrubber,"11,214,000","15,699,600",2,,,JPET,K8BATT,630,USD
K8CHAR,charger,sparepart-autosrubber,"1,916,882","2,683,635",2,,,JPET,K8CHAR,107.69,USD
K8RSQL,Rubber strip CN (one set),sparepart-autosrubber,"232,824","325,954",2,,,JPET,K8RSQL,13.08,USD
K8SQZ,Water Squeegee Assembly(one set),sparepart-autosrubber,"870,776","1,219,086",2,,,JPET,K8SQZ,48.92,USD
K8LIN,Rubber strip (one set),sparepart-autosrubber,"460,130","644,182",2,,,JPET,K8LIN,25.85,USD
K8WRSQ,Water Squeegee Assembly(one set),sparepart-autosrubber,"1,643,118","2,300,365",2,,,JPET,K8WRSQ,92.31,USD
K8SCHOS,suction hose,sparepart-autosrubber,"131,364","183,910",2,,,JPET,K8SCHOS,7.38,USD
K8DRHOS,drain-pipe,sparepart-autosrubber,"123,176","172,446",2,,,JPET,K8DRHOS,6.92,USD
K8LBRUS,"15"" floor brush",sparepart-autosrubber,"219,118","306,765",2,,,JPET,K8LBRUS,12.31,USD
K8LPAD,"15"" pad hodler",sparepart-autosrubber,"232,824","325,954",2,,,JPET,K8LPAD,13.08,USD
K8MBRUS,"15"" floor brush",sparepart-autosrubber,"369,706","517,588",2,,,JPET,K8MBRUS,20.77,USD
K8MPAD,"15"" pad hodler",sparepart-autosrubber,"383,412","536,777",2,,,JPET,K8MPAD,21.54,USD
K8ECU,Controller Board,sparepart-autosrubber,"3,702,400","5,183,360",2,,,JPET,K8ECU,208,USD
